Material,Absorbing element,Oxidation state,Coordination number,Average bond length (angstrom),Spectral shape group,Data source,Featured example
Ti11O18,Ti,3.272727272727273,6,2.0238,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti13O22,Ti,3.3846153846153846,6,2.0137,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti19O30,Ti,3.1578947368421053,6,2.0307,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti2O,Ti,,3,2.1456,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti2O3,Ti,3.0,6,2.0411,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti2O3,Ti,3.0,6,2.0823,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti2O3,Ti,3.0,6,2.0511,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti2O3,Ti,3.0,6,2.0852,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti2O3,Ti,3.0,6,2.0555,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti2O7,Ti,,4,1.8287,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti3O,Ti,,2,2.1153,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti3O,Ti,,2,2.0892,4,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti3O,Ti,,2,2.1154,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti3O2,Ti,,4,2.1021,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti3O4,Ti,2.6666666666666665,6,2.0714,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti3O5,Ti,3.3333333333333335,6,2.0171,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti3O5,Ti,3.3333333333333335,6,2.0299,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti3O5,Ti,3.3333333333333335,6,2.0286,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti3O5,Ti,3.3333333333333335,6,2.0234,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti3O7,Ti,,6,2.005,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti4O5,Ti,2.5,6,2.0835,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti4O7,Ti,3.5,6,2.0098,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti4O7,Ti,3.5,6,2.0262,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti5O7,Ti,2.8,6,2.0657,4,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti5O8,Ti,3.2,6,2.028,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti5O9,Ti,3.6,6,2.0039,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti6O,Ti,,1,2.0925,4,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti6O,Ti,,1,2.0909,4,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti6O11,Ti,3.6666666666666665,6,1.9979,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti6O11,Ti,3.6666666666666665,6,1.994,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti7O13,Ti,3.7142857142857144,6,1.9936,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti7O8,Ti,2.2857142857142856,5,2.0963,4,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti8O13,Ti,3.25,6,2.0219,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti8O15,Ti,3.75,6,1.9903,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti9O10,Ti,2.2222222222222223,5,2.1222,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti9O13,Ti,2.888888888888889,6,2.0729,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti9O17,Ti,3.7777777777777777,6,1.9871,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Ti9O8,Ti,,5,2.163,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO,Ti,2.0,5,2.0877,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO,Ti,2.0,6,2.1447,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO,Ti,2.0,5,2.1163,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO,Ti,2.0,5,2.1476,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO,Ti,2.0,6,2.1559,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO,Ti,2.0,6,2.1508,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO,Ti,2.0,4,2.0433,4,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO,Ti,2.0,5,2.0746,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,6,1.9543,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",Yes
TiO2,Ti,4.0,7,2.0275,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,6,1.9731,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,6,1.9626,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,6,1.9611,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,6,1.9688,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,6,1.9852,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,6,1.9823,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,6,1.9565,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,4,1.8149,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,6,1.9954,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,4,1.8695,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,4,1.925,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,4,1.9242,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,5,1.8993,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,6,1.9645,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,6,1.9839,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,6,1.9671,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,6,1.962,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,6,1.9659,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,4,1.8265,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,6,1.9967,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,8,2.0958,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,6,1.9773,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,6,1.9874,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,9,2.1506,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,6,1.9978,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,9,2.1722,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,4.0,6,2.0022,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TiO2,Ti,,,,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Tl2O3,Tl,3.0,6,2.2851,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Tl4O3,Tl,1.5,4,2.5471,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Tm2O3,Tm,3.0,6,2.2369,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Tm2O3,Tm,3.0,7,2.3243,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Tm2O3,Tm,3.0,7,2.2982,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
TmO3,Tm,3.0,8,2.3898,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
U11O5,U,,2,2.2837,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
U13O34,U,5.230769230769231,7,2.1926,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
U17O31,U,3.6470588235294117,7,2.3524,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
U2O5,U,5.0,6,2.1889,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
U3O8,U,5.333333333333333,6,2.1351,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
U3O8,U,5.333333333333333,7,2.2265,5,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
U3O8,U,5.333333333333333,7,2.1818,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
U3O8,U,5.333333333333333,7,2.1839,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
UO,U,2.0,6,2.4317,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
UO2,U,4.0,8,2.3617,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
UO3,U,6.0,8,2.1833,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
UO3,U,6.0,6,2.0677,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
UO3,U,6.0,6,2.1859,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
UO3,U,6.0,7,2.1649,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
UO3,U,6.0,6,2.145,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
UO3,U,6.0,7,2.2114,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V10O9,V,,5,2.2008,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V12O29,V,,,,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V13O16,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V16O3,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V25O32,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O3,V,,,,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O3,V,3.0,6,2.1062,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O3,V,3.0,6,2.0217,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O3,V,,,,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O3,V,3.0,3,1.8207,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O3,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O3,V,3.0,6,2.0649,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O3,V,3.0,6,2.1117,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O3,V,3.0,6,2.0399,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O3,V,3.0,6,2.1133,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O5,V,,,,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O5,V,,,,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O5,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O5,V,5.0,5,1.9636,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O5,V,,,,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O5,V,,,,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O5,V,,,,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O5,V,5.0,6,1.9268,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O5,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O5,V,5.0,6,1.9317,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O5,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O5,V,5.0,6,1.9073,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O5,V,,,,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O5,V,5.0,4,1.7563,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O5,V,,,,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V2O5,V,,,,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V3O5,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V3O5,V,3.3333333333333335,6,2.0329,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V3O5,V,3.3333333333333335,6,2.0322,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V3O7,V,4.666666666666667,5,1.8792,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V3O7,V,4.666666666666667,5,1.8844,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V3O7,V,,,,4,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V4O7,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V4O7,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V4O7,V,3.5,6,2.0156,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V4O7,V,3.5,6,2.0232,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V4O9,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V4O9,V,4.5,5,1.8853,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V5O12,V,,,,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V5O12,V,,,,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V5O12,V,4.8,6,1.951,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V5O12,V,4.8,5,1.8323,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V5O7,V,2.8,6,2.0948,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V5O9,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V5O9,V,3.6,6,2.0113,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V6O11,V,3.6666666666666665,6,1.9915,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V6O11,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V6O13,V,4.333333333333333,6,1.9614,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V6O13,V,4.333333333333333,6,1.9273,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V6O13,V,4.333333333333333,6,1.9615,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V6O13,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V6O13,V,4.333333333333333,6,1.9607,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V6O13,V,4.333333333333333,6,1.9706,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V7O13,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V7O13,V,3.7142857142857144,6,2.0025,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V7O3,V,,3,2.2085,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V7O3,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V8O,V,,5,2.5494,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V8O15,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V9O13,V,2.888888888888889,6,2.0969,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V9O17,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V9O17,V,3.7777777777777777,6,1.9894,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V9O20,V,3.888888888888889,6,2.0376,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V9O22,V,,,,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V9O22,V,4.888888888888889,6,1.9231,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
V9O22,V,,,,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO,V,2.0,6,2.1864,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO,V,2.0,6,2.1999,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,6,1.9347,4,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,6,1.9629,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,6,1.9787,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,6,1.982,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,6,1.9345,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,6,1.9662,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,6,1.9598,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,6,1.9962,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,6,1.9326,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,6,1.9614,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,,,,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,,,,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,,,,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,4,1.8564,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,6,1.971,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,4,1.8424,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,6,1.892,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,6,1.9731,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,6,1.9918,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,6,1.9932,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,6,1.934,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,,,,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,5,1.8942,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,4.0,5,1.9021,7,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
VO2,V,,,,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
W10O29,W,,,,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
W18O49,W,,,,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
W25O73,W,5.84,6,1.9362,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
W2O5,W,5.0,5,1.9837,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
W3O,W,,,,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
W3O8,W,5.333333333333333,5,1.9835,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
W3O8,W,5.333333333333333,6,2.0133,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
W3O8,W,5.333333333333333,7,1.9835,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
W8O21,W,,,,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO2,W,4.0,6,2.0778,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO2,W,4.0,6,2.101,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO2,W,4.0,6,2.0775,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO2,W,4.0,6,2.1132,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO2,W,,,,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO2,W,4.0,6,2.0776,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO2,W,,,,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO2,W,,,,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO3,W,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO3,W,,,,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO3,W,6.0,6,1.9082,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO3,W,,,,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO3,W,6.0,6,1.9264,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO3,W,6.0,6,1.9285,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO3,W,6.0,6,1.9385,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO3,W,6.0,6,1.9031,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO3,W,6.0,6,1.8527,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO3,W,6.0,6,1.9409,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO3,W,6.0,6,1.9379,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
WO3,W,,,,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Y2O3,Y,3.0,6,2.2839,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Y2O3,Y,3.0,7,2.3719,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Y2O3,Y,3.0,7,2.3464,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Y2O3,Y,3.0,6,2.2918,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Y2O3,Y,3.0,6,2.295,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Y2O3,Y,3.0,6,2.3289,4,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Y2O3,Y,3.0,7,2.3746,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Yb2O3,Yb,3.0,6,2.2248,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
YbO,Yb,,,,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
YbO2,Yb,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZnO,Zn,2.0,4,1.9739,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZnO,Zn,2.0,4,1.9745,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZnO,Zn,2.0,6,2.1694,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZnO,Zn,2.0,8,2.3312,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZnO,Zn,2.0,6,2.1721,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZnO,Zn,2.0,3,1.9564,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZnO,Zn,2.0,4,1.9769,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZnO,Zn,,,,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZnO2,Zn,2.0,6,2.1352,0,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZnO2,Zn,2.0,6,2.0391,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZnO2,Zn,2.0,6,2.1281,,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Zr2O,Zr,1.0,2,2.1115,4,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Zr3O,Zr,,2,2.2736,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Zr3O,Zr,,2,2.2702,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
Zr3O,Zr,,2,2.2713,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZrO,Zr,2.0,4,2.1766,4,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZrO,Zr,2.0,6,2.3127,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZrO2,Zr,4.0,9,2.3068,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZrO2,Zr,4.0,8,2.2041,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZrO2,Zr,4.0,8,2.2349,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZrO2,Zr,4.0,7,2.1625,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZrO2,Zr,4.0,7,2.166,4,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZrO2,Zr,4.0,6,2.1066,8,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZrO2,Zr,4.0,7,2.1772,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZrO2,Zr,4.0,6,2.1066,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZrO2,Zr,4.0,6,2.109,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZrO2,Zr,4.0,6,2.1358,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZrO2,Zr,4.0,7,2.1605,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
ZrO2,Zr,4.0,6,2.1052,10,"Computed (Materials Project, DFT + FEFF) -- not a lab measurement",No
